Id,sessions_in_previous_30d,total_previous_sessions,sessions_visited_news,sessions_visited_video,sessions_visited_retail,sessions_visited_ticketing
009fcb99-b4bc-44da-892f-efbae6d9867e,5,147,4,15,31,79
00d1608e-f970-4da9-8f6e-905e4d7f410f,0,25,12,18,0,0
019bd6cb-dbd2-4066-8a53-32ef3671574f,13,126,11,7,3,87
019cef82-cb69-43fd-b86c-e97a2bbb11dc,0,6,0,1,0,0
01ac4422-65c1-4d6d-b33b-cc0985b8cb5e,0,2,0,0,1,0
01d8ef9d-1c89-455a-93ea-faa458e1c3bd,0,2,0,1,0,0
01fa2f59-c3ca-4f74-a10a-d992e0fc0126,2,3,0,0,0,2
024b11b3-23ba-4b58-b9b1-cd7564db9582,2,12,1,2,0,8
02926d53-1f42-43a0-8c4b-9003322e699b,7,120,7,1,5,77
0313464a-3782-48e3-bdec-d410b58f0937,2,2,0,1,0,0
032f57b2-8258-4aad-a2bd-c520af27109f,0,9,2,6,0,0
03a56bae-d828-4134-9e0f-18ec9f87113a,0,1,0,0,0,0
03aef45c-382a-4314-b86a-a4077dd48051,6,130,16,11,7,89
03c5d940-a876-4691-8fef-0dad6e63b808,10,158,8,1,47,107
040fcca8-e9c5-4f13-a4a8-af51d8cdb4a5,0,7,0,2,0,2
0447798f-53b2-4fe8-b9af-2ac54db1bbea,0,40,4,0,0,32
046eca36-031f-4e2b-80c3-a58c227809dc,0,10,1,1,0,5
0494137f-74f5-4e35-ba27-16326b6e45eb,1,1,1,1,0,0
049541e6-53ee-4a25-a056-daf36337d5d1,0,15,0,0,0,13
04ca07fb-6814-4a51-8e2b-ca3eadd768ec,12,20,4,11,3,3
04cc6483-41e6-4ef5-92af-b933cc7b5882,8,11,0,0,0,10
04d4769c-903c-4f4c-9e23-d96804a74fe5,0,2,0,0,0,0
0542e97c-b766-4498-9111-8757fc771c4e,0,3,0,1,0,0
058e7c30-12c9-4417-a0be-5dfb30e40394,0,55,5,5,36,13
059ea089-4eab-4309-b124-37a69a4aab7f,9,68,0,1,0,6
05f2a400-679c-4206-ae17-0b49ce2e836b,2,14,1,7,0,5
062fe4b9-6883-468e-9b57-e4d24414c3ba,1,27,3,21,0,0
0672263d-8963-4748-8a44-db7970825559,0,3,0,0,0,0
0699b801-03ce-45c6-b7a7-ce70405ddce5,0,1,0,0,0,0
06db75b4-3a66-421c-93a8-0324335c7f04,1,19,0,4,0,8
071d972d-9743-4dfe-8a27-89402e4858ca,2,21,7,1,1,14
0746f5c7-5c73-491b-9911-6362d8b0a02a,0,30,4,8,0,1
0756efe5-a8ec-40dd-aeea-be2a1b5235db,3,22,3,1,5,8
0769e21b-db14-4fcc-a0a5-cd55ed906b08,0,7,0,0,2,1
07c54c89-be30-4f32-a94d-11da6036b0a9,0,3,0,0,0,1
07fb2fd5-b65e-45b2-9ba3-b75080721533,2,9,3,2,0,0
0854b204-aa4f-48f4-98c3-93df252bc367,1,4,0,3,1,0
086ddfe9-b9cd-40e6-adf3-1adcd947942b,16,352,40,44,0,250
0897104a-75e6-4c5b-9503-58d348e4cfd3,2,2,0,1,0,0
08e5762a-4555-4f47-ac5d-3855d19c51c5,0,4,0,0,0,1
0936ec05-8be6-4a98-a0b8-49922c387a9c,9,71,8,3,4,34
09401c4e-b22a-4259-a5ef-49d6a348dce4,0,1,0,0,0,0
097c9687-ed86-4f9e-82b2-408c38c6a3eb,0,8,0,2,0,2
09b44c90-052b-476d-897e-17c4f7882005,0,1,0,0,0,0
09dfca5d-35ee-410f-97bf-7eb8cc2f9f4a,0,4,1,1,0,0
09efacb7-13ec-43d0-a3f8-65493b412197,2,19,0,18,0,0
09fcff7b-83e3-4c8f-b532-84e455d750b5,0,1,0,0,0,0
0ab3132d-80cb-438e-9dfc-b5f176e58d5c,7,10,0,0,0,7
0b083053-9206-46b0-8670-0d0ad9d490db,0,3,0,1,0,0
0b49bba0-c84c-4300-8ebe-3a059e100e76,1,74,2,4,8,57
0b4d9acf-30c7-4891-af13-e6aba29a08cb,0,10,1,1,0,0
0b56aac2-3b7b-450b-a51d-34b61923e458,0,8,1,2,2,1
0b59ad4d-43cc-4504-a9dd-036e710505f2,5,70,2,1,5,47
0b5d89de-8948-46d0-be62-da89e6271533,0,1,0,1,0,0
0b91584f-9c77-43b3-8fd7-ec7131ead760,0,15,2,4,2,2
0b9246ba-0953-4b7a-9b19-fe08998c2c50,34,429,5,5,67,324
0c503267-cbde-4fe9-8d45-29f517293bcf,0,13,0,3,0,0
0d0b2fcb-1459-4796-8fc8-6974db6c6c14,0,5,1,3,0,0
0d573da7-e4c4-4e34-9ffd-583f7f4bf686,56,150,3,0,13,138
0d64e8b8-d2b4-47b7-82b6-9fe250832d16,0,3,1,2,0,1
0d85a03b-2319-450f-9606-84c5bd3639c0,0,56,1,1,3,27
0dcba742-a125-4363-a687-4ab19c160b63,3,8,0,0,0,0
0de47633-8f4b-43e7-bef6-9d60e5750f12,10,92,5,19,24,39
0e104dea-3604-4d12-9170-df9fe51a510a,8,124,6,1,4,110
0e2845d6-59de-475b-a1b7-7ada8f930765,14,14,0,12,0,0
0e58eeb7-defe-4b83-b288-dd1b38acba15,0,11,0,4,0,5
0e627a32-6bdd-4371-8596-3d95e94cc0d4,0,12,1,1,6,0
0e8957cd-f2bb-4cfa-854b-63647171f516,0,36,0,0,1,12
0eac154b-8515-4a2b-a7d2-c06ea9b34058,1,14,0,3,2,5
0ecb8149-b3e4-407b-8c48-1e6ca3adaa88,0,4,0,0,2,0
0f1838f9-5cdd-423a-927c-212f03c394ca,3,50,5,48,0,0
0f2f7a1d-6819-486a-9bbc-3482193449d5,0,12,2,7,0,2
0f34ca28-e344-4fbf-95b5-f57946118906,6,11,1,0,1,2
0f635e5b-3103-44ee-b249-a3c1af5d3b33,0,2,0,0,0,1
0f962f48-81b7-4102-87cf-cef219bec422,0,1,0,0,0,0
0fb04da6-4aba-40bf-a8ec-f717b5070a55,0,7,0,1,0,2
0fcff082-7a02-4cdd-84ff-8246dbbb94de,15,114,3,2,10,82
1039ec1d-830f-44de-a6de-71f2dc6e13f9,0,9,0,0,1,2
10473931-20be-45ff-84e5-ce95c7643698,8,54,3,0,3,50
108bc3fd-4e0b-4223-8885-e808d789443a,13,104,29,7,6,43
10a1047b-b882-42d8-bee6-51a428017235,5,61,1,1,1,47
1105abc9-20b3-4281-a1e3-d30a0b56b9e4,0,9,0,1,2,5
111f55c5-19db-48e0-b42d-c14f247580da,0,8,0,1,6,0
115f1359-0575-4293-a455-d11aa033caf3,10,184,9,2,2,25
118dfeec-54a4-4333-9248-2918aff8a433,0,70,10,10,26,13
11f98393-dde5-4616-a824-b14005a42c05,0,1,0,0,0,0
11fc7c08-d283-4096-8a60-d030d70c70cd,2,2,0,0,0,1
1227cde8-6136-4ed3-b3a7-ea19cb901564,9,11,0,0,5,3
1244ed97-128e-4f24-82d1-4aedb29babbf,3,13,1,0,0,8
1276d9b6-32d1-4f97-962e-3dda410e7ea5,1,9,3,3,1,2
12a2b700-06ae-4947-af16-4b73fbe8f2e9,7,415,0,0,0,399
12b40b27-4b90-4ab5-a2bd-d16761dba458,0,4,0,2,0,0
12b60db9-8154-43d0-ac34-418708727e02,0,1,0,0,0,0
12bd587d-5f63-41f1-9e69-3a0e4a0d090b,0,20,0,9,1,1
12e635f7-2110-4c6a-a778-c1ed4191dd73,0,22,13,10,0,0
130dfc40-81df-46c9-9ff1-4847145a085a,24,192,23,14,17,132
13a246c9-d131-4e52-b988-51cca65f67c3,2,2,0,0,0,1
13d987e1-cbe2-4e98-9259-d082dbdf8e9f,6,24,1,9,0,0
141c7239-9763-4330-91bd-bc26b354ab2c,4,48,14,37,4,2
142f16cb-22ed-4f72-9a39-c6a6d0f7a464,0,4,0,0,2,2
14b8a9ec-780f-4700-a057-1de2c90d49d4,6,80,2,4,55,4
152ef1a1-6a3a-489d-95b1-8a9032f31ebb,0,19,0,0,3,6
15435391-4689-4d49-a640-408b143cf371,1,2,0,1,0,0
1560da90-e022-4113-b659-59add15861d5,0,3,0,0,0,0
15b03acd-281e-49e9-8e62-6ad1a217ccf1,0,22,1,2,0,5
16339d33-6b5c-4c6f-99e5-6e65a8380745,16,51,16,11,0,15
1638e5a3-1d44-4fc1-9444-e0693603ff98,0,25,2,13,0,0
165ebdb9-3f77-4e35-8e58-38741947d751,0,1,0,0,0,0
16cf1a34-3f7f-4869-95df-c94f28bb9cb6,15,166,9,0,41,15
17a0cf6d-5a96-4995-8164-7a508170d8b5,47,359,6,4,307,18
17a0fe4f-7a66-4245-90b9-9c72fce74612,0,63,1,3,22,22
17f2e7e7-06c6-439d-a713-e6d1281cad01,0,3,0,0,0,1
183b15c9-c6b1-48e1-8d68-ac2ae74d84fd,0,6,0,0,2,0
189dbd76-85b9-422f-ae65-8963b0db6168,1,7,0,1,0,3
18a4c69f-c47f-44fd-b32d-7a309ac0c182,19,178,6,1,9,108
1944b4a8-5ae0-4694-89e8-91a4aa43c290,16,102,4,4,4,72
195d0b7e-d8bd-4754-b000-70b70edc572a,3,65,3,8,5,1
196c9029-54f2-494c-b784-6c281cb79c4a,0,16,0,1,4,10
19ef4e90-2042-498a-b28c-fb0d99b84a0b,0,17,0,0,8,9
1a0ce6e0-3680-4c29-9cda-6dfb1e7e83b7,1,1,0,0,0,0
1a2942ed-b8d9-4d68-ab93-84eb7d80e192,2,103,6,1,4,76
1a9d5aee-062a-4882-ba6e-05150153342e,0,3,0,0,0,0
1ab6a054-c933-465d-9857-74aa749ed45c,0,14,0,1,0,1
1adc81e6-7f8c-4d83-b44a-b0cb1bd7453a,0,27,2,0,3,16
1adea6ce-4c89-4a01-814c-25356d3d7b7d,9,32,5,19,0,7
1af500da-c552-49b0-b573-1614b2e5caca,0,3,0,0,1,0
1b43d3d4-cb67-4fb8-a06b-f76e5247ae6c,2,53,0,1,3,38
1b9ea3b4-60ba-42ed-84fa-152cf193f129,1,5,0,1,0,0
1bee32d6-890e-432b-8952-1a9cbaf184ee,0,43,14,17,2,2
1ca73ca2-6630-4ada-8f22-0533e52b7ca7,0,4,0,0,0,0
1caa7ed5-5609-4156-bf8c-5acd07aeddd7,1,4,0,0,0,0
1cc21b89-f414-4faf-92ca-2e01826e4907,36,537,15,13,11,486
1ce2da44-0d9a-4dab-b0f0-9de8d7468a3c,0,10,1,7,0,1
1cf0950b-72cd-42e5-a66c-ba6bd3eddda5,4,70,23,49,4,5
1cf6a879-26cc-4628-9524-1f403f208bbf,9,11,0,11,0,0
1d20b612-535a-48ac-b4b6-16524ad1fd95,0,1,0,0,0,0
1d29a623-2a0e-4c09-acb5-8669f42dd14a,1,1,0,0,0,0
1d419e7d-8422-4827-8d40-927c22ec2795,0,6,0,6,0,1
1d580c8e-e928-4599-91c3-5c0a7105aa10,1,1,0,0,0,0
1d861a57-dcfc-43d7-9c97-62c284b4592f,0,2,1,2,0,0
1dac33dd-d801-4cf8-943b-c6fc138cd30b,0,21,2,1,0,11
1dbf9288-d5ee-4186-9dd1-3c330a6ac149,0,4,0,3,0,1
1fb0bf96-3162-4d35-8c13-9f79fce1dca3,0,3,0,0,0,0
2051a151-6065-4751-9b2f-a74babf80e8e,0,11,0,5,0,3
20e364a1-6ad4-41f0-8578-ec7f5baae4b0,44,1040,300,119,7,477
20fe2409-609b-498d-b21a-a05aa3858aa2,2,46,0,0,3,13
211a856d-154f-4c7c-aa6a-318db4cdc40f,0,8,2,6,0,0
21639764-3865-4e0d-b961-f49a9be6467b,0,3,0,0,0,0
21999878-413d-4f3b-9d3b-0c915b55de13,0,13,0,0,1,7
220003c6-e95f-4445-b6fc-63e0e7e9db8f,0,5,0,0,3,0
2221a6bf-0b42-4c08-8fdf-f25c733541c8,11,235,52,56,16,25
22b70722-7e61-4c7b-ad82-1f7ea138ba07,0,4,0,1,0,0
23018936-fb8a-4e5d-bb4d-1d844f32867a,0,5,0,0,1,1
231f6c0e-c7dc-4c63-80eb-767a359c912a,0,4,1,2,0,1
23498ed4-b0cb-4db8-98ef-9f19e09f055d,64,444,16,6,38,327
238035c1-72c4-411a-81f6-59c082e71bad,0,1,0,1,0,0
23dccb31-3881-428b-8602-0d1bd1ed2205,2,2,0,2,0,0
23e22875-c731-44f6-bbcb-382c181efa84,0,5,0,0,0,0
24147301-f033-4ae3-9240-0d9a83b0ce24,26,97,15,10,24,21
2496a34b-0372-4add-bb06-c37dd7440a48,0,17,0,2,3,12
249b3a57-2da5-4efa-b233-0117e7376cde,0,3,0,0,2,0
24a3ea85-fc04-472e-aa60-f99082477217,0,3,1,0,1,2
24b708c2-f4ef-412b-9579-8c17ac711bdf,39,165,6,0,3,154
24e748a7-3276-4958-a6ba-c98bf8088862,0,4,0,0,0,1
24f94a49-5f82-469b-9579-575d6c33f318,2,41,4,6,7,8
250fa006-e5af-4583-aaf7-a4ff3afb7e24,0,92,21,37,0,0
256c25e0-bdad-4887-bf97-47c750efab59,4,99,0,1,30,62
256ce603-137a-4252-874e-cca660610f4d,0,1,0,0,0,0
257ecc23-cb81-4043-ac3f-673d98d8b233,6,8,0,0,0,7
25886ee1-b803-4b77-886a-2c68065b728a,20,20,6,14,0,1
25d90373-febc-48a0-b7e3-49de9dff6817,6,99,7,4,2,31
26167ce3-2b4d-4cce-8b76-d1d39d95995e,9,12,2,5,0,5
2621c84d-9b41-4e6d-990b-14d7d3c3c5bd,0,9,0,1,0,6
2633c42d-ffc7-408d-ae04-058b74c26abf,8,142,19,18,12,79
263bb6d7-8aaa-40c8-850e-07748afb04d0,2,14,0,0,6,0
2645a859-58cb-4eaf-ba33-f5673e09064f,1,4,0,0,1,0
267b354d-99e3-4e3c-8c2a-816134b91084,1,1,0,1,0,0
2705e8e7-32e0-473c-8129-12b9c59ffbe2,0,12,0,0,0,9
2768731e-fed9-4d3c-864d-5c2a0dc625b4,0,3,0,0,0,0
27e92690-8fb7-41eb-8bb7-7fbbdccd09cb,0,4,0,1,0,0
280252a7-a054-41ee-8fbc-16ababce112f,0,6,0,3,0,1
280b88e4-de0c-4570-a6bc-de1a8a5d7889,1,7,1,1,0,1
28277493-b659-4fad-83a8-ac2d5cefdd68,0,12,0,1,8,0
2834b19a-a651-4c8c-a24b-271058f3013d,1,7,2,5,0,0
2840a0c1-8579-4e2c-968f-7fb89c630d3e,0,5,0,0,2,2
286a11b6-493c-40ad-92f8-342800aec060,1,4,0,1,0,0
299101a1-da68-41a1-b888-64800006c6d4,1,46,4,2,5,30
29e67c28-5dc9-400f-b166-65d68bc59ab6,0,35,1,32,0,0
2a8328e5-ba13-423f-944e-2f4af1e90966,0,1,0,0,0,0
2ac0d1d5-cbf7-4e8f-a48e-641252953c57,2,4,0,1,2,0
2b1e5d8b-2299-4c38-a739-498b79129a8f,2,39,1,0,0,0
2b47457e-c9ae-475c-a39d-eb7ae03c3d46,5,100,18,60,12,6
2b56e60b-1b85-406f-a9f8-64625d27c542,0,1,0,1,0,0
2b58fc15-5bf9-4db0-9305-c877ee0465fa,0,4,0,4,0,0
2b6b34a1-9cd3-4e15-9b0c-03b8455ce00d,4,84,6,2,18,46
2b75222a-e881-4407-8369-f04570aa080e,6,8,2,1,3,0
2bb74a35-433e-422d-8798-41ad859d416b,0,2,0,0,0,0
2c0acd76-f143-4e7c-a6ca-5997780ab942,19,155,9,0,11,101
2c175bcb-5ac6-4c91-a4f1-50e7cf1c0a33,5,84,2,32,5,18
2c36a77a-48e2-4d87-8f52-81b4a05417c3,0,1,0,0,0,0
2cb59589-ce0f-44ef-813f-930ea7ab7b19,0,2,0,1,0,0
2d029825-ffd5-4053-b040-69c1d007bdbf,6,66,1,0,16,16
2d172dcc-f174-4514-a613-c3fa8f09737c,0,4,0,2,0,1
2d2a19b2-c6ce-4e5f-9291-b8d1b404ea2f,0,17,1,9,0,5
2d3ec757-dd5b-4f07-ae7a-396ca73ae379,0,47,0,8,4,23
2dae07b4-00aa-47c5-a262-8bc27a77b85b,0,6,0,0,6,0
2e07f3a0-db94-4dda-996d-233955cc5c0d,67,141,10,13,2,98
2e43e92f-bd75-47b9-a7e0-ae2ceca3b726,0,2,0,0,0,0
2e4b7b58-c5e0-4c87-ad17-b29624a3ee18,0,20,0,18,0,1
2e9032f3-7dc5-4708-a226-5a1899e33412,9,18,0,0,0,16
2ecfe06d-ac7a-41c6-8975-549e4fa92beb,1,22,1,2,0,7
2ed9aee6-fe1c-4c1c-9f83-83241d83a4ee,1,6,0,1,1,3
2fa0e6e6-6311-4f98-b3fe-d2bc84a1128c,0,2,0,0,0,0
2ff01343-8083-4698-b090-b77dba52955e,26,300,30,2,2,282
3086fecb-3ced-4e40-92b6-c7cbaa2d5581,9,121,9,5,0,101
30971062-994c-4d3b-9783-957ae8c4cd20,8,177,9,3,10,152
30bf84dc-67c4-480a-8461-dfb86dbe8b87,4,18,2,2,4,1
31d9a7ac-2fe1-4482-a02f-909ffc4dd102,0,2,0,0,0,1
3206ed89-3249-4b44-8ada-400595ef670d,0,2,0,0,1,0
32b09df5-5beb-458c-9655-7843825378d9,1,1,0,1,1,0
32fb37aa-e000-427e-9af2-c8171a29ea9f,5,33,1,1,1,31
34022b26-5a28-4e10-b19a-dd24d80a87ba,0,36,2,1,6,17
3441ecfb-aece-4ae8-b68c-44fa6480ac37,0,7,0,2,1,0
347a1785-552b-4ec7-9f79-9c83dd7eed8a,8,140,3,2,4,126
34d9169a-53c0-46a6-ad0b-8fd7962fe1bb,4,4,2,0,0,0
34f882d2-d15c-4f09-8c02-db09b7257af9,9,98,8,28,3,56
354c3b15-546d-46f6-aa37-aad47d685196,0,20,5,0,0,12
35ce4adc-51d8-4c7b-b777-1571d3bb75d2,0,3,0,2,0,0
35f3b32a-4252-47da-a9b4-2eb3447b4005,1,18,0,0,0,16
363c946c-e65e-4d58-9da3-7b26698ca035,0,1,0,0,0,0
36561ec9-9e04-4497-b311-0f36bb0be9cf,1,41,1,37,0,0
366fa021-3524-464d-9bbf-83a0065f84e1,0,1,0,1,0,0
369c19cf-e336-4de9-9801-a51418d9c5ba,0,2,0,0,1,0
36c06dcb-40f0-40cc-b64d-5d7c541a6723,0,15,0,15,0,0
3708247b-3a7b-4604-843b-31e301c10f60,0,12,6,3,2,0
375c1f9f-8bb7-43f5-9f6a-73f97934ca06,1,146,2,2,3,113
37626145-2c21-4148-95cd-c96598b18790,5,30,4,23,2,2
377732f0-5175-48f3-8755-64a901ab3af9,0,12,0,1,0,11
377b6ad0-7336-4c89-bc15-c5e7a342c350,3,8,1,1,1,1
37badecb-eadc-40cb-8105-c99259368337,0,2,0,0,0,0
37d13c0e-ab0a-4e85-8d88-84a8fd2b6bad,3,100,6,2,16,77
3832c9e7-ec00-43b3-9a6a-0644249d1ffc,0,11,2,3,0,0
38c2c7ed-4456-4721-aa7e-a90446807d52,1,34,0,1,5,28
395312cb-c64a-42dd-bf56-9111458df695,2,5,0,0,1,4
39952fb2-dd2d-4111-a10e-410a70f4d5fd,3,15,0,3,0,0
39e0963a-7526-4fd5-92bd-d3cecf37d963,0,3,0,2,0,0
39f1aeac-0289-40a9-a432-6a017afdf6ba,4,5,0,0,3,0
3a01e9e6-c865-48cb-ad3e-0d40999934fd,0,22,1,1,2,0
3a0cfc02-1a35-45f5-8414-8ccfe23ee644,0,2,0,1,0,0
3a61f69f-2468-4633-84c0-18e6f007883e,0,1,0,1,0,0
3acd7963-eb2a-4e06-a2b7-2732dcd41469,0,1,0,1,0,0
3ad4e67c-668d-4d43-8ecb-7bf01e0a1548,0,1,0,1,1,1
3af417be-e76a-4b98-a6b3-fe7526615b1e,5,23,0,0,0,18
3b1b3994-b74f-4079-8040-d424f3770887,25,169,12,7,26,139
3b50bdb4-6ec6-4eec-9361-6adb99e7801b,53,189,37,0,0,164
3ba546a7-205e-4075-9294-8bc58aa0df27,0,3,0,0,1,1
3bdef0f0-1410-4a3a-a1e8-b36b7faa7717,0,6,0,1,0,0
3c5885d7-2f13-403b-8ab3-458138c3a9ca,0,8,0,0,0,1
3c6db7e6-157a-40ce-af20-276788c2264e,0,65,2,1,57,10
3c8279b1-9df4-4b3a-8d24-57317e2f4791,1,1,0,0,0,0
3cd89e8a-4f5e-4259-91ce-bd57f5a77a10,4,126,5,1,0,112
3cf50d30-0213-48a3-b26c-f2c5a0b7994d,0,37,2,12,0,20
3d00a478-5082-4d7a-a9ce-be539a8167d7,7,51,1,1,2,32
3d0bc2a2-23be-41d4-ba66-fbf4fab19cc4,0,70,4,1,14,55
3d495223-991f-4900-9570-24e9ae902976,0,65,3,4,9,43
3db77e94-e997-412b-8450-52d77180ef47,2,5,0,0,2,1
3e442cf0-4151-48cf-9873-7ad862531f32,15,78,5,6,21,32
3e8d1cbe-26dc-4149-a5a9-03aebbd65fd4,0,14,1,1,2,3
3ea6b1a7-e039-46e5-bd56-9410eab55171,0,6,0,0,0,2
3ed621ab-0d09-416b-b8f8-4a008e45c319,0,4,0,0,1,2
3f756e26-c341-4557-8cfa-aff31204166e,0,5,0,0,0,2
3fbdbdf9-9ac4-4fbf-ba2a-335984d6dfa8,23,146,3,3,4,126
40289786-b017-4597-9f94-f55553ad3be1,2,31,0,1,6,5
406fd2b0-c1d4-4099-a401-a6dbd4523519,0,47,2,1,0,44
4075d54e-0e76-424e-a994-a73175494898,1,27,0,1,0,23
410eff33-203a-4cea-86f4-1a7ce721d49f,0,7,0,2,0,0
4136e896-5c59-4033-8420-f9957ae8a4b0,6,57,5,0,0,37
41381cba-0c02-49d4-9fe5-a028cc3c33d4,2,6,1,3,0,1
4155dfd7-19d0-49d2-931a-6a7b27835ec8,1,128,9,21,0,92
42cfe799-e49d-4dab-9399-f1dc58ef625a,0,5,1,3,0,0
42f1cb8d-bb19-4104-ae92-a2368580db91,20,226,86,94,0,2
43026049-276f-4967-8179-1cbb854d0616,2,115,18,0,17,68
43512ea0-99c3-4099-8f1b-327eb955beac,13,208,2,2,7,183
4368674d-8f63-4e45-8f8d-07181304fbaf,3,45,0,0,1,17
43d8e9be-bf8c-49f9-b102-28443bdc9cad,0,35,2,32,1,3
4429b6ef-b9d9-4d69-a72e-5af201d3acbb,0,4,1,1,0,0
4450c363-cffc-468e-bebe-67361a786326,2,2,0,0,0,0
44ac5827-6517-4e2f-be2f-e5efc2b0fcbd,12,82,3,78,0,0
45c15b26-2920-45f8-9440-3c8396081b2f,0,1,0,0,0,0
46212a05-3cd2-4507-8858-c7e9f69e520b,4,47,1,0,21,13
465c5e9b-7b8d-41e7-ac65-9d139ba80ed0,0,3,0,3,0,0
4672d8b2-8c34-4c35-b0cf-473b0e82ae6e,0,1,0,1,0,0
467df165-a79f-4c9e-9dd3-73c4ee6dd8ad,15,20,0,16,0,6
46844fad-8380-4bc9-aa5c-d81e328303f2,0,4,0,0,0,0
46a168d2-741a-4252-b5b5-80bd1540b1d2,0,2,0,0,0,0
46b3fcef-9a19-4b6b-a7e6-8a036b411c85,2,12,2,4,2,0
46bf1f00-a7da-47ae-a66d-fd881f5e4052,0,1,0,0,0,0
46d180f5-d6d5-4c76-aaaa-47056be3bc96,1,1,0,0,0,1
4715eef2-ee74-4f0c-944f-7cc20db98bbc,2,33,5,0,5,25
471767e4-694f-421c-a8c5-914496136bea,0,6,1,0,0,0
4787011e-e33a-4ef4-96c8-50c1cff07918,0,13,1,3,1,9
479a2c5b-f76a-494c-8af2-e6056ae407ec,0,249,1,3,232,11
479afe00-e420-4d14-9c76-6ef40cb9202b,12,220,16,7,4,181
4802a71e-24af-4cd6-b582-f805af154858,1,1,0,1,0,0
49425b2c-354c-4afe-be4d-b37dcc2f25dc,0,8,1,0,0,1
49744571-7cb4-414c-9bdb-80ef73f73d44,0,6,0,0,5,0
49b4786e-e206-4bf9-ba48-0b4aa24ee82c,3,4,0,0,1,2
49f59c0b-1776-4db5-980c-f2618436da56,6,17,0,0,0,16
4a644b07-e1be-476c-b55b-0cbb63d5ed10,2,76,18,10,39,5
4aa47f29-658a-48c3-9d99-daf65467fc8d,0,69,2,0,2,64
4aafaf96-e1fc-4725-afec-2643bb23a812,0,7,0,0,1,1
4ab38e4d-1637-40aa-b1ff-d9a5f123c281,0,8,0,2,0,4
4ab6ecd2-fb20-4b02-a513-fed6c3b73df1,29,67,17,39,0,0
4b721706-39a9-488b-89c3-8c76f2940940,1,21,0,1,16,3
4b735163-0650-4b21-b41c-7a00faf4d8bf,3,3,0,0,0,3
4b8318d1-75f9-4c05-90ba-c0d338189c3e,5,5,0,2,2,0
4c40b174-fb8a-49cc-bc9c-c4b1c6d057ad,2,91,19,73,0,2
4c59d83c-f392-40cb-8cb7-56ea89b5f8c2,16,22,1,17,5,0
4c7ade08-a4fa-455c-ae88-75dcef970a0c,0,2,0,0,0,0
4c932f23-775a-4520-aa85-c4bd46e5903a,0,2,0,0,0,0
4ccb4407-abc3-49b0-beef-92ad565e7656,4,19,11,4,0,2
4ccdb6ae-64ee-4c31-a6a2-f522c4570945,4,31,0,0,20,5
4d3ea403-f450-4467-b2fa-3b0a9e2714e1,0,6,0,0,5,0
4d8aa19f-fefc-4b2e-8dbc-42b6fb1a8e76,0,2,0,1,0,1
4db65bcc-10d0-4f7d-b1bb-39b08dd2599c,0,61,6,60,0,1
4dccac24-4189-44b3-92d3-a4f92d160fc3,1,110,7,3,3,86
4e335a96-19a0-4023-9819-0f5f2f43cf21,4,9,0,9,0,0
4e6a4987-85ea-4766-a328-4d20d84b2aad,10,179,8,3,18,140
4ed4d645-034c-4dbd-a6b0-f4ce4d0b6513,2,75,1,35,1,19
4f27ca53-2711-4585-82c6-03350dc8a0ad,0,8,0,0,0,6
4f5d0294-ebbf-4920-9281-4b81963f1d04,9,103,1,7,0,88
4ff98700-bd0a-40f3-a412-1ab95d409ab0,51,395,15,5,0,364
50163956-5b55-43d0-bfba-a4fedeb01b25,0,26,1,10,5,1
50637e39-9445-4817-b692-e05957afa080,0,5,2,5,0,0
50b6ddc4-5ab5-41c0-8798-de687c180a67,23,350,15,17,15,176
50f8580e-8a84-4a9b-a272-22dcb84f6227,0,2,1,0,0,0
51624ad6-b4a0-4268-b3cb-f81b8c577066,0,6,1,1,4,2
526e3b83-c3e7-455a-9263-e895a2f9ec3a,6,77,0,76,0,1
5278276b-9bce-418b-9dda-42e3db7ad408,0,2,1,2,0,0
529faf8e-a14a-4ae5-a4ea-b311a35693f9,0,1,0,0,0,0
52e56a36-a16c-41b7-8059-8b69e0d16ac2,0,2,0,0,0,0
530dd1e3-45ec-489d-a67a-c8c6f952a52c,0,10,0,0,0,4
539772cc-7f24-4be8-9305-bab40e34ec6e,0,2,0,1,0,2
541912d6-2ef0-43dd-8f14-381600c05ef3,4,144,9,2,7,133
5449e263-c6b2-462d-b056-92ecca071143,4,58,12,13,21,17
5477be9d-cbb9-4183-8d26-c3c0eebc51a4,0,29,2,1,4,16
54cf10ec-bf56-4176-ae06-593e18d1bb44,0,45,1,4,1,31
56690063-3c04-4c62-b93b-2f553471d598,0,25,4,0,0,3
56a6f991-ebe0-4c3c-83a3-4f0c56de35b8,0,2,0,0,1,0
56d485f0-4e40-4e1f-bece-9e86a9cb2069,0,2,0,2,0,0
57147f8f-e7b4-4ce1-9e09-f41eae91bbca,0,40,22,10,0,5
5719e4cc-3f88-423f-a21b-12c240e3493e,0,26,12,18,0,0
57bd7abf-cc0a-4487-85dc-a92dd571e6ec,19,134,1,2,25,91
59091fcf-cde2-446c-8699-acf81b6d53a4,1,2,0,2,1,0
5954025b-37b6-4757-8658-2842d9eef696,27,172,4,10,24,108
59564120-3e42-476b-89ee-6926ea387520,0,19,0,14,1,8
5a3c07b0-ae3e-4fe1-9dc4-9b9ead296646,14,42,3,5,12,5
5a3c7a11-543f-4ea4-ac09-78032d6e33f5,3,4,0,3,0,0
